Unnamed: 0,Brand,Price,Processor_Name,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,SSD,HDD,Adapter,Battery_Life,Battery_Life_num
0,HP,22990.0,MediaTek Octa-core,Not Expandable,4 GB , DDR4 RAM,0.36363636363636365,LED,11.6 ,Integrated Graphics,64 GB SSD Storage,No HDD,0.13636363636363635, Upto 12 Hrs Battery Life,12.0
1,Lenovo,36289.0,AMD Hexa-Core Ryzen 5, 12 GB Expandable,8 GB , DDR4 RAM ,0.7272727272727273,LCD,15.6 ,Radeon,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 11 Hrs Battery Life,11.0
3,Dell,78500.0,Intel Core i5 (12th Gen), 32 GB Expandable,16 GB , DDR5 RAM ,0.6,LCD,15.6 ,"GeForce RTX 3050 GPU, 4 GB",512 GB SSD Storage,No HDD,0.1696969696969697, Upto 10 Hrs Battery Life,10.0
4,HP,55490.0,Intel Core i5 (12th Gen), 8 GB Expandable,8 GB , DDR4 RAM ,0.7636363636363637,LCD,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.0,Upto 7.30 Hrs Battery Life,7.3
6,Infinix,21990.0,Intel Core i3 (11th Gen),Not Expandable,8 GB LP, LPDDR4X RAM,0.3090909090909091,LCD,15.6 ,UHD,512 GB SSD Storage,No HDD,0.13636363636363635, Upto 8 Hrs Battery Life,8.0
8,HP,49599.0,AMD Hexa-Core Ryzen 5, 16 GB Expandable,8 GB , DDR4 RAM ,0.7272727272727273,LCD,14 ,Radeon,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 9 Hrs Battery Life,9.0
12,Lenovo,92990.0,AMD Octa-Core Ryzen 7, 16 GB Expandable,16 GB , DDR5 RAM ,0.6181818181818182,LCD,15.6 ,"GeForce RTX 4050 GPU, 6 GB",512 GB SSD Storage,No HDD,0.5151515151515151, Upto 9.5 Hrs Battery Life,9.5
14,HP,31490.0,AMD Dual-Core Ryzen 3,Not Expandable,8 GB , DDR4 RAM,0.4727272727272727,LCD,15.6 ,Radeon,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 7 Hrs Battery Life,7.0
16,HP,44999.0,Intel Core i3 (11th Gen), 8 GB Expandable,8 GB , DDR4 RAM ,0.3090909090909091,LCD,14 ,UHD,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 9.45 Hrs Battery Life,9.45
18,Dell,52800.0,Intel Core i5 (12th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.6,LCD,14 ,Iris Xe,512 GB SSD Storage,No HDD,0.0,Upto 7 Hrs Battery Life,7.0
19,ASUS,36990.0,Intel Core i3 (11th Gen), 12 GB Expandable,8 GB , DDR4 RAM ,0.5454545454545454,LCD,14 ,UHD,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 6 Hrs Battery Life,6.0
20,Tecno,47999.0,Intel Core i5 (11th Gen), 16 GB Expandable,16 GB , DDR4 RAM ,0.8545454545454546,LCD,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 17.5 Hrs Battery Life,17.5
22,Lenovo,49900.0,Intel Core i5 (11th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.5636363636363636,LCD,15.6 ,"GeForce RTX 2050 GPU, 4 GB",512 GB SSD Storage,No HDD,0.0,Upto 6.5 Hrs Battery Life,6.5
25,Lenovo,33900.0,Intel Core i3 (11th Gen), 12 GB Expandable,8 GB , DDR4 RAM ,0.7272727272727273,LCD,15.6 ,UHD,512 GB SSD Storage,No HDD,0.13636363636363635, Upto 12 Hrs Battery Life,12.0
27,Lenovo,40990.0,Intel Core i5 (11th Gen), 16 GB Expandable,16 GB , DDR4 RAM ,0.45454545454545453,LCD,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.0,Upto 7 Hrs Battery Life,7.0
28,Xiaomi,31490.0,Intel Core i3 (11th Gen), 8 GB Expandable,8 GB , DDR4 RAM ,0.5454545454545454,LED,15.6 ,UHD,256 GB SSD Storage,No HDD,0.19696969696969696, Upto 10 Hrs Battery Life,10.0
29,Lenovo,80990.0,Intel Core Ultra 5, 16 GB Expandable,16 GB LP, LPDDR5X RAM ,0.7636363636363637,LED,14 ,Arc,1024 GB SSD Storage,No HDD,0.0,Upto 5 Hrs Battery Life,5.0
31,Lenovo,50990.0,Intel Core i5 (11th Gen),Not Expandable,8 GB , DDR4 RAM,0.45454545454545453,LCD,15.6 ,"GeForce GTX 1650 GPU, 4 GB",512 GB SSD Storage,No HDD,0.4090909090909091, Upto 8 Hrs Battery Life,8.0
33,HP,25449.0,Intel Celeron Dual-Core,Not Expandable,8 GB , DDR4 RAM,0.509090909090909,LCD,14 ,UHD,256 GB SSD Storage,No HDD,0.12424242424242424, Upto 12 Hrs Battery Life,12.0
35,Lenovo,18999.0,Intel Celeron Dual-Core,Not Expandable,4 GB LP, LPDDR4 RAM,0.509090909090909,LED,11.6 ,UHD,64 GB SSD Storage,No HDD,0.0,Upto 10 Hrs Battery Life,10.0
39,HP,26990.0,AMD Dual-Core Ryzen 3,Not Expandable,8 GB , DDR4 RAM,0.4727272727272727,LCD,14 ,Radeon,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 4 Hrs Battery Life,4.0
40,Dell,39250.0,Intel Core i3 (11th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.5454545454545454,LCD,15.6 ,UHD,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 7 Hrs Battery Life,7.0
45,ASUS,51160.0,Intel Core i5 (10th Gen), 32 GB Expandable,8 GB , DDR4 RAM ,0.45454545454545453,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",512 GB SSD Storage,No HDD,0.45454545454545453, Upto 6 Hrs Battery Life,6.0
49,Acer,23999.0,Intel Pentium Quad-Core, 8 GB Expandable,4 GB , DDR4 RAM ,0.43636363636363634,LED,15.6 ,UHD 605,256 GB SSD Storage,No HDD,0.13636363636363635, Upto 6.5 Hrs Battery Life,6.5
50,ASUS,64990.0,Intel Core i5 (13th Gen),Not Expandable,16 GB , DDR4 RAM,0.4727272727272727,LCD,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 6 Hrs Battery Life,6.0
51,Lenovo,72990.0,AMD Octa-Core Ryzen 7, 16 GB Expandable,16 GB , DDR4 RAM ,0.6,LCD,15.6 ,"GeForce RTX 3050 GPU, 4 GB",512 GB SSD Storage,No HDD,0.19696969696969696, Upto 5 Hrs Battery Life,5.0
52,ASUS,169990.0,Intel Core i9 (12th Gen),Not Expandable,32 GB LP, LPDDR5 RAM,0.45454545454545453,LED,14 ,Iris Xe,1024 GB SSD Storage,No HDD,0.30303030303030304, Upto 10 Hrs Battery Life,10.0
56,ASUS,36999.0,Intel Core i3 (11th Gen),Not Expandable,8 GB , DDR4 RAM,0.7272727272727273,LCD,14 ,UHD,512 GB SSD Storage,No HDD,0.13636363636363635, Upto 6 Hrs Battery Life,6.0
57,Dell,89500.0,AMD Hexa-Core Ryzen 5,Not Expandable,16 GB , DDR5 RAM,0.6,LCD,15.6 ,"GeForce RTX 3050 GPU, 4 GB",512 GB SSD Storage,No HDD,0.19696969696969696, Upto 7 Hrs Battery Life,7.0
58,Samsung,72990.0,Intel Core i5 (12th Gen),Not Expandable,16 GB LP, LPDDR5 RAM,0.7636363636363637,LED,13.3 ,Iris Xe,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 21 Hrs Battery Life,21.0
60,Acer,129990.0,Intel Core i9 (11th Gen), 32 GB Expandable,16 GB , DDR4 RAM ,0.8727272727272727,LCD,15.6 ,"GeForce RTX 3060 GPU, 6 GB",1024 GB SSD Storage,No HDD,0.19696969696969696, Upto 6 Hrs Battery Life,6.0
61,MSI,65999.0,Intel Core i7 (10th Gen),Not Expandable,8 GB , DDR4 RAM,0.4727272727272727,LED,15.6 ,"GeForce GTX 1650 Max Q GPU, 4 GB",256 GB SSD Storage , 1024 GB HDD Storage,0.36363636363636365, Upto 4 Hrs Battery Life,4.0
62,Dell,76900.0,Intel Core i5 (11th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.45454545454545453,LED,14 ,Iris Xe,512 GB SSD Storage,No HDD,0.0,Upto 6 Hrs Battery Life,6.0
63,ASUS,50990.0,Intel Core i5 (10th Gen), 32 GB Expandable,8 GB , DDR4 RAM ,0.45454545454545453,LCD,15.6 ,"GeForce GTX 1650 GPU, 4 GB",512 GB SSD Storage,No HDD,0.45454545454545453, Upto 14.7 Hrs Battery Life,14.7
65,ASUS,59999.0,AMD Dual-Core Ryzen 3, 12 GB Expandable,8 GB , DDR4 RAM ,0.6181818181818182,LCD,15.6 ,Integrated,256 GB SSD Storage,No HDD,0.19696969696969696, Upto 6 Hrs Battery Life,6.0
67,Infinix,49990.0,Intel Core i7 (13th Gen),Not Expandable,16 GB LP, LPDDR5X RAM,0.8727272727272727,LCD,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.2909090909090909, Upto 13 Hrs Battery Life,13.0
69,HP,37990.0,AMD Dual-Core Ryzen 3, 8 GB Expandable,8 GB , DDR4 RAM ,0.4727272727272727,LCD,15.6 ,Radeon,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 7 Hrs Battery Life,7.0
72,Acer,55500.0,Intel Core i5 (12th Gen), 32 GB Expandable,16 GB , DDR4 RAM ,0.6,LED,15.6 ,"GeForce RTX 2050 GPU, 4 GB",512 GB SSD Storage,No HDD,0.19696969696969696, Upto 9 Hrs Battery Life,9.0
74,Dell,42399.0,Intel Core i3 (11th Gen) Processor,Not Expandable,8 GB , DDR4 RAM,0.0,LCD,15.6 ,Integrated,256 GB SSD Storage , 1024 GB HDD Storage,0.19696969696969696, Upto 6 Hrs Battery Life,6.0
80,Dell,79990.0,AMD Octa-Core Ryzen 7,Not Expandable,16 GB , DDR5 RAM,0.6,LCD,15.6 ,"GeForce RTX 3050 GPU, 4 GB",512 GB SSD Storage,No HDD,0.19696969696969696, Upto 7 Hrs Battery Life,7.0
81,ASUS,91990.0,AMD Hexa-Core Ryzen 5,Not Expandable,16 GB , DDR4 RAM,0.7636363636363637,LED,14 ,Radeon,512 GB SSD Storage,No HDD,0.19090909090909092, Upto 10 Hrs Battery Life,10.0
84,Infinix,27990.0,Intel Core i3 (10th Gen),Not Expandable,8 GB LP, LPDDR4X RAM,0.6181818181818182,LCD,14 ,"UHD GPU, 128 MB",512 GB SSD Storage,No HDD,0.19696969696969696, Upto 11 Hrs Battery Life,11.0
86,Apple,90900.0,Apple M1, 16 GB Expandable,8 GB , DDR4 RAM ,0.5272727272727272,LED,13.3 ,M1,256 GB SSD Storage,No HDD,0.09090909090909091, Upto 15 Hrs Battery Life,15.0
87,Realme,42999.0,Intel Core i3 (11th Gen), 8 GB Expandable,8 GB LP, LPDDR4X RAM ,0.5454545454545454,LCD,14 ,UHD,256 GB SSD Storage,No HDD,0.19696969696969696, Upto 4 Hrs Battery Life,4.0
88,Apple,67990.0,Intel Core i5 (5th Gen),Not Expandable,8 GB LP, LPDDR3 RAM,0.32727272727272727,LED,13.3 ,HD 6000,128 GB SSD Storage,No HDD,0.16363636363636364, Upto 12 Hrs Battery Life,12.0
91,ASUS,23804.0,Intel Celeron Dual-Core, 12 GB Expandable,4 GB , DDR4 RAM ,0.2,LED,15.6 ,UHD 600,NO SSD,1024 GB HDD Storage,0.1, Upto 18 Hrs Battery Life,18.0
92,HP,56990.0,AMD Hexa-Core Ryzen 5, 16 GB Expandable,8 GB , DDR4 RAM ,0.6,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",512 GB SSD Storage,No HDD,0.0, Upto 4 Hrs Battery Life,4.0
95,HP,37023.0,Intel Core i3 (11th Gen),Not Expandable,8 GB , DDR4 RAM,0.7272727272727273,LCD,15.6 ,Integrated,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 9.15 Hrs Battery Life,9.15
96,Acer,49500.0,Intel Core i5 (10th Gen),Not Expandable,8 GB , DDR4 RAM,0.45454545454545453,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",512 GB SSD Storage,No HDD,0.4090909090909091, Upto 9 Hrs Battery Life,9.0
105,ASUS,33990.0,Intel Core i3 (11th Gen),Not Expandable,8 GB RAM, RAM,0.5454545454545454,LCD,15.6 ,UHD,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 5 Hrs Battery Life,5.0
106,HP,36990.0,AMD Dual-Core Ryzen 3, 16 GB Expandable,8 GB , DDR4 RAM ,0.4727272727272727,LED,15.6 ,Radeon Vega 6,256 GB SSD Storage , 1024 GB HDD Storage,0.12424242424242424, Upto 7 Hrs Battery Life,7.0
108,ASUS,41999.0,Intel Core i5 (11th Gen), 12 GB Expandable,8 GB , DDR4 RAM ,0.43636363636363634,LCD,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.13636363636363635, Upto 6 Hrs Battery Life,6.0
109,ASUS,46990.0,Intel Core i5 (11th Gen),Not Expandable,16 GB , DDR4 RAM,0.43636363636363634,LCD,14 ,Iris Xe,512 GB SSD Storage,No HDD,0.0,Upto 6 Hrs Battery Life,6.0
111,Apple,92990.0,Apple M2 Processor,Not Expandable,8 GB RAM, RAM,0.0,LCD,13.6 ,M2 Integrated,256 GB SSD Storage,No HDD,0.19696969696969696, Upto 18 Hrs Battery Life,18.0
112,HP,36499.0,AMD Hexa-Core Ryzen 5, 16 GB Expandable,8 GB , DDR4 RAM ,0.7272727272727273,LCD,15.6 ,Radeon,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 9 Hrs Battery Life,9.0
114,Acer,56990.0,AMD Hexa-Core Ryzen 5 Processor, 32 GB Expandable,16 GB , DDR4 RAM ,0.0,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",512 GB SSD Storage,No HDD,0.19696969696969696, Upto 11.5 Hrs Battery Life,11.5
115,Acer,49490.0,AMD Hexa-Core Ryzen 5, 8 GB Expandable,8 GB , DDR4 RAM ,0.38181818181818183,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",512 GB SSD Storage,No HDD,0.4090909090909091, Upto 10 Hrs Battery Life,10.0
117,Lenovo,33900.0,Intel Core i3 (11th Gen), 12 GB Expandable,8 GB , DDR4 RAM ,0.5454545454545454,LCD,15.6 ,UHD,512 GB SSD Storage,No HDD,0.0,Upto 7 Hrs Battery Life,7.0
118,HP,30990.0,AMD Quad-Core Ryzen 3, 16 GB Expandable,8 GB , DDR4 RAM ,0.4727272727272727,LCD,15.6 ,Radeon,512 GB SSD Storage,No HDD,0.12424242424242424, Upto 9 Hrs Battery Life,9.0
119,HP,33978.0,AMD Quad-Core Ryzen 3, 16 GB Expandable,8 GB , DDR4 RAM ,0.7272727272727273,LCD,14 ,Radeon,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 9.45 Hrs Battery Life,9.45
120,Lenovo,36370.0,Intel Core i3 (7th Gen),Not Expandable,4 GB , DDR4 RAM,0.41818181818181815,LED,15.6 ,HD 620,NO SSD,1024 GB HDD Storage,0.13636363636363635, Upto 5 Hrs Battery Life,5.0
121,Xiaomi,39990.0,Intel Core i5 (11th Gen), 8 GB Expandable,8 GB , DDR4 RAM ,0.5636363636363636,LED,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 10 Hrs Battery Life,10.0
122,Lenovo,40990.0,Intel Core i3 (11th Gen), 12 GB Expandable,8 GB , DDR4 RAM ,0.5454545454545454,LCD,15.6 ,UHD,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 8 Hrs Battery Life,8.0
123,Lenovo,32927.0,Intel Core i5 (8th Gen),Not Expandable,8 GB , DDR4 RAM,0.29090909090909095,LED,15.6 ,"Geforce MX150 GPU, 2 GB",NO SSD,1024 GB HDD Storage,0.19696969696969696, Upto 6 Hrs Battery Life,6.0
124,ASUS,48188.0,Intel Core i5 (10th Gen), 12 GB Expandable,8 GB , DDR4 RAM ,0.18181818181818182,LED,15.6 ,UHD,512 GB SSD Storage,No HDD,0.13636363636363635, Upto 6 Hrs Battery Life,6.0
125,AVITA,51490.0,AMD Quad-Core Ryzen 5,Not Expandable,8 GB , DDR4 RAM,0.38181818181818183,LED,14 ,Radeon Vega 8,512 GB SSD Storage,No HDD,0.0,Upto 8 Hrs Battery Life,8.0
127,Infinix,29990.0,Intel Core i3 (10th Gen), 8 GB Expandable,8 GB LP, LPDDR4X RAM ,0.21818181818181817,LCD,14 ,UHD,256 GB SSD Storage,No HDD,0.19696969696969696, Upto 13 Hrs Battery Life,13.0
128,Lenovo,50990.0,Intel Core i5 (11th Gen), 16 GB Expandable,16 GB , DDR4 RAM ,0.43636363636363634,LCD,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 7 Hrs Battery Life,7.0
131,Lenovo,40990.0,Intel Core i5 (11th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.45454545454545453,LCD,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.0,Upto 7 Hrs Battery Life,7.0
132,Lenovo,54990.0,Intel Core i5 (11th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.43636363636363634,LCD,15.6 ,Integrated,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 6 Hrs Battery Life,6.0
135,Lenovo,53000.0,Intel Core i5 (11th Gen),Not Expandable,8 GB , DDR4 RAM,0.45454545454545453,LCD,15.6 ,"GeForce GTX 1650 GPU, 4 GB",512 GB SSD Storage,No HDD,0.4090909090909091, Upto 8 Hrs Battery Life,8.0
138,Lenovo,53000.0,Intel Core i5 (11th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.45454545454545453,LCD,15.6 ,"GeForce GTX 1650 GPU, 4 GB",512 GB SSD Storage,No HDD,0.4090909090909091, Upto 8 Hrs Battery Life,8.0
139,Lenovo,38990.0,AMD Hexa-Core Ryzen 5, 16 GB Expandable,16 GB , DDR4 RAM ,0.38181818181818183,LCD,15.6 ,Radeon,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 9 Hrs Battery Life,9.0
140,Infinix,32990.0,Intel Core i3 (10th Gen),Not Expandable,8 GB LP, LPDDR4X RAM,0.21818181818181817,LCD,15.6 ,UHD,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 10 Hrs Battery Life,10.0
144,Lenovo,34690.0,Intel Core i3 (10th Gen), 12 GB Expandable,8 GB , DDR4 RAM ,0.38181818181818183,LED,15.6 ,UHD,256 GB SSD Storage,No HDD,0.13636363636363635, Upto 11 Hrs Battery Life,11.0
148,Dell,34499.0,Intel Core i3 (11th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.7272727272727273,LCD,15.6 ,UHD,256 GB SSD Storage , 1024 GB HDD Storage,0.19696969696969696, Upto 7 Hrs Battery Life,7.0
150,HP,37099.0,Intel Core i3 (11th Gen),Not Expandable,8 GB , DDR4 RAM,0.6181818181818182,LCD,15.6 ,UHD,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 9 Hrs Battery Life,9.0
153,HP,54490.0,AMD Hexa-Core Ryzen 5, 16 GB Expandable,8 GB , DDR4 RAM ,0.7636363636363637,LCD,14 ,Radeon,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 10 Hrs Battery Life,10.0
155,Lenovo,32500.0,Intel Core i3 (11th Gen), 12 GB Expandable,8 GB , DDR4 RAM ,0.5454545454545454,LCD,15.6 ,UHD,256 GB SSD Storage,No HDD,0.19696969696969696, Upto 8 Hrs Battery Life,8.0
163,Lenovo,46990.0,Intel Core i5 (12th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.6,LCD,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 6 Hrs Battery Life,6.0
165,HP,50299.0,Intel Core i5 (11th Gen) Processor, 16 GB Expandable,8 GB , DDR4 RAM ,0.0,LED,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.0,Upto 12 Hrs Battery Life,12.0
166,Lenovo,57990.0,Intel Core i5 (12th Gen), 16 GB Expandable,16 GB , DDR4 RAM ,0.6,LCD,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 6 Hrs Battery Life,6.0
168,ASUS,55990.0,Intel Core i5 (10th Gen), 32 GB Expandable,8 GB , DDR4 RAM ,0.8545454545454546,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",512 GB SSD Storage,No HDD,0.45454545454545453, Upto 5 Hrs Battery Life,5.0
170,Lenovo,36890.0,Intel Core i3 (11th Gen),Not Expandable,8 GB , DDR4 RAM,0.7636363636363637,LCD,14 ,UHD,256 GB SSD Storage,No HDD,0.19696969696969696, Upto 8.5 Hrs Battery Life,8.5
173,Lenovo,39900.0,Intel Core i3 (11th Gen), 12 GB Expandable,8 GB , DDR4 RAM ,0.3090909090909091,LCD,14 ,UHD,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 12 Hrs Battery Life,12.0
174,HP,53999.0,AMD Hexa-Core Ryzen 5, 32 GB Expandable,8 GB , DDR4 RAM ,0.6,LED,16.1 ,"Radeon RX 5500M GPU, 4 GB",512 GB SSD Storage,No HDD,0.45454545454545453, Upto 4 Hrs Battery Life,4.0
175,Dell,37990.0,Intel Core i3 (11th Gen) Processor,Not Expandable,8 GB , DDR4 RAM,0.0,LCD,15.6 ,UHD Graphics,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 7 Hrs Battery Life,7.0
178,Lenovo,39448.0,Intel Core i3 (11th Gen), 12 GB Expandable,8 GB , DDR4 RAM ,0.5454545454545454,LCD,15.6 ,UHD,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 8 Hrs Battery Life,8.0
180,Apple,219990.0,2.3 Ghz Processor, 32 GB Expandable,16 GB RAM , RAM ,0.0,LCD,14.2 ,M1,1024 GB SSD Storage,No HDD,0.20303030303030303, Upto 17 Hrs Battery Life,17.0
181,HP,59800.0,Intel Core i5 (11th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.7636363636363637,LCD,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 7.15 Hrs Battery Life,7.15
182,Lenovo,35100.0,Intel Core i3 (11th Gen),Not Expandable,8 GB , DDR4 RAM,0.5454545454545454,LED,15.6 ,UHD,512 GB SSD Storage,No HDD,0.13636363636363635, Upto 6 Hrs Battery Life,6.0
184,Dell,36990.0,Intel Core i3 (12th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.14545454545454548,LCD,15.6 ,UHD,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 7 Hrs Battery Life,7.0
186,Lenovo,58790.0,Intel Core i5 (11th Gen) Processor,Not Expandable,16 GB , DDR4 RAM,0.0,LED,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.17272727272727273, Upto 11 Hrs Battery Life,11.0
188,Lenovo,28990.0,AMD Dual-Core Athlon, 8 GB Expandable,8 GB LP, LPDDR5 RAM ,0.43636363636363634,LCD,15.6 ,Radeon 610M,512 GB SSD Storage,No HDD,0.0,Upto 7 Hrs Battery Life,7.0
189,HP,51490.0,Intel Core i5 (11th Gen),Not Expandable,8 GB , DDR4 RAM,0.7636363636363637,LCD,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 12 Hrs Battery Life,12.0
192,Dell,31990.0,AMD Dual-Core Athlon, 16 GB Expandable,8 GB , DDR4 RAM ,0.41818181818181815,LCD,15.6 ,Radeon,256 GB SSD Storage,No HDD,0.19696969696969696, Upto 7 Hrs Battery Life,7.0
198,Acer,27775.0,Intel Core i3 (10th Gen), 12 GB Expandable,4 GB , DDR4 RAM ,0.21818181818181817,LED,14 ,UHD,512 GB SSD Storage,No HDD,0.14545454545454545, Upto 11 Hrs Battery Life,11.0
200,Acer,30360.0,Intel Core i3 (8th Gen),Not Expandable,4 GB , DDR4 RAM,0.4,LED,15.6 ,UHD 620,NO SSD,1024 GB HDD Storage,0.13636363636363635, Upto 7 Hrs Battery Life,7.0
203,HP,54999.0,Intel Core i5 (12th Gen), 8 GB Expandable,8 GB , DDR4 RAM ,0.7636363636363637,LCD,14 ,Iris Xe,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 10 Hrs Battery Life,10.0
204,Infinix,33390.0,Intel Core i5 (10th Gen),Not Expandable,8 GB LP, LPDDR4X RAM,0.18181818181818182,LCD,14 ,"UHD GPU, 128 MB",512 GB SSD Storage,No HDD,0.19696969696969696, Upto 11 Hrs Battery Life,11.0
206,HP,50568.0,AMD Hexa-Core Ryzen 5,Not Expandable,16 GB , DDR4 RAM,0.7272727272727273,LCD,14 ,Radeon Graphics,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 12 Hrs Battery Life,12.0
208,Dell,44350.0,Intel Core i3 (10th Gen),Not Expandable,8 GB , DDR4 RAM,0.21818181818181817,LCD,15.6 ,UHD,256 GB SSD Storage , 1024 GB HDD Storage,0.0,Upto 10 Hrs Battery Life,10.0
209,Lenovo,25490.0,Intel Celeron Dual-Core, 8 GB Expandable,8 GB , DDR4 RAM ,0.509090909090909,LCD,14 ,UHD,256 GB SSD Storage,No HDD,0.0,Upto 8 Hrs Battery Life,8.0
212,ASUS,17990.0,Intel Celeron Dual-Core,Not Expandable,4 GB LP, LPDDR4X RAM,0.2,LCD,15.6 ,UHD,128 GB SSD Storage,No HDD,0.13636363636363635, Upto 10 Hrs Battery Life,10.0
218,HP,48990.0,AMD Octa-Core Ryzen 7, 16 GB Expandable,16 GB , DDR4 RAM ,0.7636363636363637,LCD,15.6 ,Radeon,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 9 Hrs Battery Life,9.0
220,Acer,22899.0,AMD Dual-Core Athlon, 8 GB Expandable,4 GB , DDR4 RAM ,0.4727272727272727,LCD,14 ,Radeon,256 GB SSD Storage,No HDD,0.0, Upto 9.50 Hrs Battery Life,9.5
221,ASUS,58990.0,AMD Octa-Core Ryzen 7, 16 GB Expandable,16 GB , DDR4 RAM ,0.7636363636363637,LCD,16 ,Radeon,512 GB SSD Storage,No HDD,0.2727272727272727, Upto 6 Hrs Battery Life,6.0
223,HP,74250.0,Intel Core i5 (12th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.8545454545454546,LCD,15.6 ,Iris Xe,512 GB SSD Storage,No HDD,0.19696969696969696, Upto 10.15 Hrs Battery Life,10.15
224,HP,68200.0,Intel Core i5 (11th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.5636363636363636,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",256 GB SSD Storage , 1024 GB HDD Storage,0.45454545454545453, Upto 6 Hrs Battery Life,6.0
225,AVITA,15990.0,Intel Celeron Dual-Core, 4 GB Expandable,4 GB LP, LPDDR4 RAM ,0.509090909090909,LCD,14.1 ,UHD 600,128 GB SSD Storage,No HDD,0.19696969696969696, Upto 8 Hrs Battery Life,8.0
227,ASUS,57099.0,Intel Core i5 (11th Gen), 12 GB Expandable,8 GB , DDR4 RAM ,0.7636363636363637,LED,14 ,Iris Xe,256 GB SSD Storage , 1024 GB HDD Storage,0.11212121212121212, Upto 6 Hrs Battery Life,6.0
230,Lenovo,48411.0,Intel Core i5 (11th Gen), 16 GB Expandable,8 GB , DDR4 RAM ,0.6,LCD,15.6 ,"GeForce GTX 1650 GPU, 4 GB",512 GB SSD Storage,No HDD,0.19696969696969696, Upto 8 Hrs Battery Life,8.0
233,AVITA,20990.0,Intel Celeron Dual-Core, 4 GB Expandable,4 GB LP, LPDDR4 RAM ,0.509090909090909,LCD,14.1 ,Integrated,128 GB SSD Storage,No HDD,0.07272727272727272, Upto 8 Hrs Battery Life,8.0
